,text,cluster_name
21755,咱们网页接收不到照片了,"0,1,0,0,0,0,0,0,0"
26616,黄先生还是黄女士呢，你,"0,0,0,0,0,1,0,0,0"
15891,你今年多大年龄呢？,"0,0,0,0,0,1,0,0,0"
816,是的 不同的斑点采取的方式都不一样,"0,1,0,0,0,0,0,0,0"
18259,你好，请问还在吗,"0,1,0,0,0,0,0,0,0"
27587,而且咱们可以0首付分期付款的,"0,1,0,0,0,0,0,0,0"
14716,可以的，脱什么部位呢,"0,0,0,1,0,0,0,0,0"
7647,恩 确诊多久了呢 目前主要有什么症状呢,"0,0,1,0,0,0,0,0,0"
28960,咱们这边专家会根据您的具体情况，给您针对性的做个歪鼻的矫正,"0,0,0,0,0,0,0,0,1"
16747,之前有做过治疗吗,"1,0,0,0,0,0,0,0,0"
6272,可以的 美白的话原价是两千多 目前有团购 团购是1200元,"0,0,0,0,0,0,0,1,0"
12225,总院地址：北京市东城区祈年大街18号院4号楼（天坛公园北门北走800米，靠近两广路）祈年大街路东附近交通：地铁2号线崇文门站D出口红绿灯右转                  地铁7号线桥湾口站2b出口出来往东走看见红绿灯沿着祈年大街往北走,"0,1,0,0,0,0,0,0,0"
22868,稍后微信发送给你,"0,1,0,0,0,0,0,0,0"
20970,您多大年龄，之前有做过眉毛设计的吗,"0,0,0,0,0,1,0,0,0"
486,这个看你们当地有什么技术,"0,1,0,0,0,0,0,0,0"
7382,请问有到医院检测适合哪种治疗吗？,"1,0,0,0,0,0,0,0,0"
18028,请问怎么称呼你呢,"0,0,0,0,0,1,0,0,0"
7378,目前是很有魅力的年龄呀 你是想做什么方面的整形呢,"0,0,0,1,0,0,0,0,0"
19573,您这边请留一下您的联系方式，我帮您转达咱们相关部门的同事，稍后联系您,"0,0,0,0,1,0,0,0,0"
2197,患者是你什么人？年龄？‘,"0,0,0,0,0,1,0,0,0"
15836,您的电话是多少呢我帮您报名，稍后发送预约码给您，您周日下午一点多凭邀约码过来找我就可以了,"0,0,0,0,1,0,0,0,0"
30349,请问你的身高、体重，胸部目前罩杯多少？,"0,0,1,0,0,0,0,0,0"
26086,鼻头， 鼻翼，还是整体的？,"0,1,0,0,0,0,0,0,0"
12473,您乳头是什么问题呢,"0,0,1,0,0,0,0,0,0"
9620,那你在哪家医院检查的呢，,"1,0,0,0,0,0,0,0,0"
5221,您是史女士吗？,"0,0,0,0,0,1,0,0,0"
26936,黄小姐  还是先生呢？,"0,0,0,0,0,1,0,0,0"
27269,您是计划近期做治疗吗,"0,0,0,0,0,0,1,0,0"
19856,这个是国产的润百颜的,"0,1,0,0,0,0,0,0,0"
15007,你具体什么时候有空？,"0,0,0,0,0,0,1,0,0"
30595,请问您对耳部哪方面不满意呢？,"0,0,1,0,0,0,0,0,0"
17055,斑的种类有很多，雀斑，晒斑，黄褐斑，咖啡斑，太田痣，颧上褐青斑等等。首先是需要确诊过的 这样才可以针对性的来治疗,"0,1,0,0,0,0,0,0,0"
22991,亲爱的，韩式的只是说是韩国那边的习惯和技术，不是方式来的,"0,1,0,0,0,0,0,0,0"
6280,你电话多少呢，我帮你预约登记下,"0,0,0,0,1,0,0,0,0"
16841,您是深圳哪里的朋友呢？有听过我们鹏程医院吗,"0,1,0,0,0,0,0,0,0"
1193,请问您之前有到专业的医院面诊过眼部专家吗？,"1,0,0,0,0,0,0,0,0"
22666,瘦大腿可以来医院做手术，或者仪器都行的,"0,0,0,0,0,0,0,0,1"
15518,请问您的斑和痘印严重吗？,"0,0,1,0,0,0,0,0,0"
11677,具体治疗时间您可以再安排,"0,0,0,0,0,0,1,0,0"
30713,请问斑点形成时间多久了？,"0,0,1,0,0,0,0,0,0"
30070,眼袋虽是非常常见的项目，但它是非常精细的，对于医生的技术要求很高。先确诊其性质，之后对症治疗，再结合我们九龙专家的微创技术以及精细的操作手法，治疗后可以恢复眼底皮肤的紧致，平整，没有痕迹。,"0,0,0,0,0,0,0,0,1"
27596,我们二十多年的老字号医院都做了很多年的,"0,1,0,0,0,0,0,0,0"
3391,您的微信多少呢？我添加您的微信，有什么不清楚的都可以咨询我，我的朋友圈也有医生的资料，您也可以看下,"0,0,0,0,1,0,0,0,0"
14184,要不这样 你微信多少 我加你微信看看你的情况,"0,0,0,0,1,0,0,0,0"
23667,那还是很久了呢，之前有去医院面诊过吗？医生是怎样建议您的呢？,"1,0,0,0,0,0,0,0,0"
10762,您微信多少，我加您微信给您发送我们的案例看一下,"0,0,0,0,1,0,0,0,0"
6687,你是打算哪一天过来看诊呢  我帮你看看还有没有他的专家号,"0,1,0,0,0,0,0,0,0"
2841,你是在哪个医院上的环？,"1,0,0,0,0,0,0,0,0"
17508,长了挺久的哦，久了不治疗容易留印子，色沉,"0,1,0,0,0,0,0,0,0"
4919,嗯，脱发导致的发际线偏高是吧，之前的话有了解过植发吗？,"1,0,0,0,0,0,0,0,0"
22491,那您到做修复改善，肯定要面诊医生的呢，不然这边不清楚您的情况也没办法帮到您，,"0,1,0,0,0,0,0,0,0"
18695,您的脂肪粒有多久了呢？,"0,1,0,0,0,0,0,0,0"
21149,是的，网络预约专享，我是鹏程刘助理，你怎么称呼,"0,0,0,0,0,1,0,0,0"
7726,好的 网站收不到图片 我的微信13816437736可以让他加我,"0,1,0,0,0,0,0,0,0"
19222,您稍后留意手机短信,"0,1,0,0,0,0,0,0,0"
15070,是你想做吗  怎么称呼，多大年纪,"0,0,0,0,0,1,0,0,0"
6480,是对下巴的长度还是形态不满意的呢,"0,0,1,0,0,0,0,0,0"
14293,加我微信聊,"0,0,0,0,1,0,0,0,0"
18163,厉害了，科技一类,"0,1,0,0,0,0,0,0,0"
3303,那您打听了怎么不做呢？是不打算做吗？,"0,0,0,0,0,0,1,0,0"
21264,或是您的微信是多少呢，我加您,"0,0,0,0,1,0,0,0,0"
4904,出现多久了，平时有腰酸，小腹坠痛吗？,"0,0,1,0,0,0,0,0,0"
8000,需要帮您申请皮秒讲座会名额，享受特价优惠吗？,"0,0,0,0,0,0,1,0,0"
21863,还是针对性的了解,"0,1,0,0,0,0,0,0,0"
27534,好的，您是计划近期来院做黑眼圈方面的治疗是吧,"0,0,0,0,0,0,1,0,0"
18065,冰点脱手臂是1800元的价格的,"0,0,0,0,0,0,0,1,0"
18428,因为网络端口报价遭到不良竞品医院恶意攻击性，像针对费用，我院已开通专业的短信报价系统，稍后将详细的价格和优惠活动给你发送到手机上，以便于您随时查看，您的电话是多少呢？免费发送短信的,"0,0,0,0,1,0,0,0,0"
29805,我院采用先进仪器，在深层本源去伊藤痣同时达到美白、嫩肤效果的肌肤个性化综合解决方案，并配合中医内外调理，治疗效果极好、并有效防止复发 ,"0,0,0,0,0,0,0,0,1"
2421,怎么称呼您呢,"0,0,0,0,0,1,0,0,0"
6554,您当时在我院登记全名怎么称呼呢,"0,0,0,0,0,1,0,0,0"
11829,可以的，我的微信18026389069,"0,1,0,0,0,0,0,0,0"
17595,正是有魅力的年龄呢,"0,1,0,0,0,0,0,0,0"
29831,唇裂修复并非简单手术，需要医生具有流行的时尚审美观和熟练的手术技巧 我院，拥有先进技术的专家团提供了技术保障，达到完美的修复效果,"0,0,0,0,0,0,0,0,1"
6657,嗯好的  那您现在的话是对鼻子怎么不满意呢 ？,"0,0,1,0,0,0,0,0,0"
24876,嗯，方便加您微信，我发一些男生没眉毛案例给你看看,"0,0,0,0,1,0,0,0,0"
13696,那你这个年龄是旺盛期的,"0,1,0,0,0,0,0,0,0"
28976,咱成都铜雀台有传统手术和微创手术等方式，例如切除腋下多余产生异味的脂肪和组织等 ,"0,0,0,0,0,0,0,0,1"
1324,我提前帮你安排好了，到了就可以检查，也不用排队等候，20分钟左右就结果就能出来了,"0,0,0,0,0,0,1,0,0"
10692,你平常玩微信吗 你微信发张你的照片过来嘛,"0,0,0,0,1,0,0,0,0"
207,你有没有微信，我这边有治疗的动画小视频,"0,0,0,0,1,0,0,0,0"
7253,我叫张烨,"0,1,0,0,0,0,0,0,0"
2252,检查费用是1-2千元左右， 住院检查1-2天左右，,"0,0,0,0,0,0,0,1,0"
29759,瘦腿针不会破坏皮肤，不会产生疤痕，花费时间少，无需手术、不出血、安全快速 ,"0,0,0,0,0,0,0,0,1"
27502,我们是医院级别，不是门诊，这个资质在医疗美容中是最高级别的,"0,1,0,0,0,0,0,0,0"
29464,光子嫩肤是可以起到收缩毛孔，美白嫩肤的作用哦 ,"0,0,0,0,0,0,0,0,1"
13091,你是打算近期治疗下吗 ？,"0,0,0,0,0,0,1,0,0"
12471,我院是大型的整形医院 不可能因为这点砸了自己的招牌啊,"0,1,0,0,0,0,0,0,0"
4283,这样吧，你微信多少？我加你一下，等一下可以发一张现在发际线的情况我帮你评估一下费用,"0,0,0,0,1,0,0,0,0"
26283,您好，您想填充哪个部位呢,"0,0,0,1,0,0,0,0,0"
10947,小面积的白斑治疗1个月1-2千2-3千都有，面积越小 治疗恢复的越快的，确定病因后 知道怎么治疗 会先告诉你具体的费用,"0,0,0,0,0,0,0,1,0"
713,这边是市政中心了 您是在哪个地铁站了,"0,1,0,0,0,0,0,0,0"
9682,您打算近期做这个检查吗,"0,0,0,0,0,0,1,0,0"
30553,影响面部的情况主要有骨骼、脂肪、咬肌，您是否明确自己的哪种情况呢？,"0,0,1,0,0,0,0,0,0"
17756,激光点痣的话看您的痣的大小 ，一般几十块一颗的样子的,"0,0,0,0,0,0,0,1,0"
10373,腿部和臀部都是肌肉比较发达的部位  您是否有检查过脂肪与肌肉比例呢  请问您目前的身高体重分别是多少呢,"0,0,0,0,0,1,0,0,0"
479,当时是哪位主任给孩子治疗的呢？,"1,0,0,0,0,0,0,0,0"
7065,艾小姐 您好,"0,1,0,0,0,0,0,0,0"
20315,丰胸是我们医院的经典项目之一，在深圳罗湖这边已经做了二十多年的老字号医院了。怎么称呼您呢？,"0,0,0,0,0,0,0,0,1"
7158,手术一般一小时左右，看您具体选择的方式的区别,"0,1,0,0,0,0,0,0,0"
11534,主要是觉得鼻子不够高挺是吗,"0,0,1,0,0,0,0,0,0"
12197,请问你你多大呢,"0,0,0,0,0,1,0,0,0"
12319,目前您咨询是考虑什么时间做呢,"0,0,0,0,0,0,1,0,0"
7718,医生有跟你说过是什么病因导致的精子质量差吗？,"0,0,1,0,0,0,0,0,0"
7823,请问您之前是否有去医院面诊检测大腿脂肪含量呢,"1,0,0,0,0,0,0,0,0"
4148,137 0873 7935   是你的电话，是吗,"0,0,0,0,1,0,0,0,0"
2437,我叫张钰婷，你叫什么名字呢？,"0,0,0,0,0,1,0,0,0"
25847,您是对哪里不满意呢,"0,0,1,0,0,0,0,0,0"
13261,或者我加您微信先 18924115317  这个是我的，我发个定位,"0,1,0,0,0,0,0,0,0"
23806,主要是一些药物，你吃的时候可以问一下医生,"0,1,0,0,0,0,0,0,0"
3041,4个月手术就是做的引产了的,"0,1,0,0,0,0,0,0,0"
8262,孩子多大了？我给孩子分析一下，,"0,0,0,0,0,1,0,0,0"
5509,价格都在里面的,"0,1,0,0,0,0,0,0,0"
3452,有去医院看诊医生吗、,"1,0,0,0,0,0,0,0,0"
8621,如果不方便打字，可以加一下QQ2155692076/微信sqfky09，具体说下情况,"0,1,0,0,0,0,0,0,0"
23208,南山过来很方便的了，公交和地铁都可以直达的,"0,0,0,0,0,0,1,0,0"
26470,请问您近期想要过来了解脱毛吗/,"0,0,0,0,0,0,1,0,0"
19712,您电话多少，我用手机发给您,"0,0,0,0,1,0,0,0,0"
22017,有多长时间了呢？,"0,0,1,0,0,0,0,0,0"
9558,我们这边刚刚网络出现了波动，要不微信沟通吧。,"0,0,0,0,1,0,0,0,0"
10191,您现在主要是考虑价格吗？,"0,1,0,0,0,0,0,0,0"
25584,这样吧，您有微信吗，我加您，帮您看一下，给您建议分析一下，您看方便吗,"0,0,0,0,1,0,0,0,0"
25356,恩怎么称呼，多大年纪呢,"0,0,0,0,0,1,0,0,0"
15576,嗯，好，埋线、切开、韩式三点，您有去其它医院面诊设计过 适合做哪种吗,"0,0,0,0,0,0,0,0,1"
9918,您是已经做过这个治疗了吗？,"1,0,0,0,0,0,0,0,0"
13924,您有微信吗，我加您，给您发一些咱们医院的丰胸案例给您参考一下，您看方便吗,"0,0,0,0,1,0,0,0,0"
19436,看需要做多少个项目,"0,1,0,0,0,0,0,0,0"
24204,方便加微信吗？ 你发照片我帮你看看,"0,0,0,0,1,0,0,0,0"
25352,好的，您稍后注意查收短信，,"0,1,0,0,0,0,0,0,0"
20905,你近期想要过来做吗？,"0,0,0,0,0,0,1,0,0"
11929,今年多大了  出现多久了,"0,0,0,0,0,1,0,0,0"
5209,您加我微信，方便您随时的咨询,"0,0,0,0,1,0,0,0,0"
24153,我稍后详细给您解答,"0,1,0,0,0,0,0,0,0"
24168,你现在痘痘是脓包还是丘疹型呢,"0,0,1,0,0,0,0,0,0"
21706,您稍等我问一下,"0,1,0,0,0,0,0,0,0"
26568,好的，主要是想要了解哪方面呢,"0,0,0,1,0,0,0,0,0"
6555,在什么部位？,"0,0,0,1,0,0,0,0,0"
6837,你的情况考虑是抑郁症伴有神经衰弱， 你是打算近期好好看诊下吗？,"0,0,0,0,0,0,1,0,0"
4420,您之前有到医院拍过口腔全景片吗？,"1,0,0,0,0,0,0,0,0"
23744,冒昧的问下您，妹妹多大了呢？,"0,0,0,0,0,1,0,0,0"
7567,怎么称呼您  我姓李,"0,0,0,0,0,1,0,0,0"
21273,您好，脱什么部位的毛发呢,"0,0,0,1,0,0,0,0,0"
3281,这个情况的话，你可以抽时间来医院跟主治医生详细的沟通一下,"0,0,0,0,0,0,1,0,0"
12595,是的 牙齿缝隙慢慢增大 多是牙周方面问题引起的 时间长了可能会引起牙龈萎缩 牙齿松动 甚至脱落 可以门牙修复的同时让医生帮您检查一下牙周方面 再给出一个方案,"0,1,0,0,0,0,0,0,0"
11400,多大年龄了呢 月经怎么不正常呢,"0,0,0,0,0,1,0,0,0"
13852,您是已经有预约了时间准备过来做治疗了是吗,"0,0,0,0,0,0,1,0,0"
29980,DOK隐适美隐形矫正几乎完全隐形，由透明的高分子材料精致而成，在别人毫无察觉之中完成矫正，不影响形象、社交、进食等日常生活,"0,0,0,0,0,0,0,0,1"
23761,祛斑项目是咱们鹏程的医院的经典项目的,"0,0,0,0,0,0,0,0,1"
427,这个情况多久了？,"0,0,1,0,0,0,0,0,0"
10633,今年多大了  尿急尿频尿痛 有吗,"0,0,0,0,0,1,0,0,0"
24187,是什么问题呢,"0,1,0,0,0,0,0,0,0"
7931,这边医生到时会给您一个修复方案和具体费用参考,"0,1,0,0,0,0,0,0,0"
27861,咱们鹏程医院在深圳20年，全国连锁15家医院，我们是总部，同时是口碑很好的老字号医院,"0,1,0,0,0,0,0,0,0"
1852,是在我们北京丽都吗,"0,1,0,0,0,0,0,0,0"
28927,注射溶解酶，主要用来修复玻尿酸塑形失败的，堪称是微整界的后悔药,"0,0,0,0,0,0,0,0,1"
23638,您30.31日过来就可以了的,"0,0,0,0,0,0,1,0,0"
25796,脓包型的痘痘局部有炎症,"0,1,0,0,0,0,0,0,0"
30286,请问您是想脱去哪个部位的毛发,"0,0,1,0,0,0,0,0,0"
12469,你好，在吗？,"0,1,0,0,0,0,0,0,0"
22443,我稍后帮您查看一下,"0,1,0,0,0,0,0,0,0"
17750,我之前有一个顾客是上夜班的那种，眼袋和黑眼圈很严重，还有干纹，之前一直用护肤品但是也没什么效果，在我们医院做了眼袋和黑眼圈之后，变年轻了，自己心态也好了很多，上班也积极了，以前老是觉得自己显老，做什么事情也没信心,"0,1,0,0,0,0,0,0,0"
10039,你在哪里检查看诊的，检查报告我问你是否可以发给我一份呢？咱们简单看下,"1,0,0,0,0,0,0,0,0"
23968,好的，可以的呢，方便留个联系方式么，我这边明天让我们领导给您回电，讲解会更详细,"0,0,0,0,1,0,0,0,0"
18802,我们针对去痘印是利用激光的方式，,"0,1,0,0,0,0,0,0,0"
6579,请问您的年龄是  是对自己鼻部哪里不满意呢,"0,0,0,0,0,1,0,0,0"
3054,你现在是打算检查吗？,"0,0,0,0,0,0,1,0,0"
15745,疤痕怎么留下的，有多久了呢？,"0,0,1,0,0,0,0,0,0"
16255,面诊检查的话我们近期网络预约是有免费的名额可以申请的,"0,1,0,0,0,0,0,0,0"
25911,是否有伴随着眼袋凸起呢,"0,0,1,0,0,0,0,0,0"
19923,您好，这是我们医院的经典项目之一，主要是改善皮肤综合问题的，我们医院在深圳罗湖这边已经做了二十多年的老字号医院了。怎么称呼您呢？,"0,0,0,0,0,0,0,0,1"
2917,那您微信多少 我加您,"0,0,0,0,1,0,0,0,0"
19758,这个是微创的手术，有米粒大小的伤口,"0,0,0,0,0,0,0,0,1"
497,基本平常人没有上镜需求填充一次的效果就很满意了,"0,1,0,0,0,0,0,0,0"
22590,这个到时可以来院让皮肤医生给您看看,"0,0,0,0,0,0,1,0,0"
15913,嗯嗯，理解您的心情，鼻翼鼻头宽大像蒜头鼻一样显得不秀气的,"0,1,0,0,0,0,0,0,0"
3609,我先了解一下您的情况在详细给您解答,"0,0,1,0,0,0,0,0,0"
28862,咱们医院医疗美容医院专注自体脂肪移植塑形，可以达到持久自然的理想效果哦,"0,0,0,0,0,0,0,0,1"
5513,近期是否有拍过片子呢,"1,0,0,0,0,0,0,0,0"
29108,美瞳线可以填补睫毛之间的空隙，使您的睫毛显得浓密，眼睛也有神采哦,"0,0,0,0,0,0,0,0,1"
27604,你身高体重多少呢？,"0,0,0,0,0,1,0,0,0"
1553,我打给你,"0,1,0,0,0,0,0,0,0"
24915,好的 先生还是女士呢？,"0,0,0,0,0,1,0,0,0"
26658,您微信多少，我加您，给您看下玻尿酸去皱的原理、效果图、还有不同品牌的介绍，您先了解一下,"0,0,0,0,1,0,0,0,0"
25530,请问您多大？女士吗？,"0,0,0,0,0,1,0,0,0"
25844,您提供电话和姓名过来，这边帮您登记取号和把详细地址发给你,"0,0,0,0,1,0,0,0,0"
1272,外聘专家预约之后是480,"0,0,0,0,0,0,0,1,0"
28608,咱们这边自体脂肪丰脸颊是吸取多余脂肪细胞，净化处理，选择完整的颗粒脂肪细胞注射移植到面颊，填充塑形 ,"0,0,0,0,0,0,0,0,1"
28797,我们铜雀台作为14年大型中外连锁医院 鼻部整形是我们主打项目 也是回头率最高的项目 鼻子手术我们做法有很多种的呢,"0,0,0,0,0,0,0,0,1"
1119,大腿和腰腹部有多余的脂肪堆积吗,"0,0,1,0,0,0,0,0,0"
30367,请问您贝壳痣的分布情况，长痣时间，痣的大小？,"0,0,1,0,0,0,0,0,0"
23721,您朋友是多大年龄呢,"0,0,0,0,0,1,0,0,0"
22601,您可以前来医院面诊先,"0,0,0,0,0,0,1,0,0"
7542,那过来很方便的了，我们这边地铁五号线和六号线直达的，您那边是三号线把,"0,1,0,0,0,0,0,0,0"
15592,可以的，有多久了呢,"0,1,0,0,0,0,0,0,0"
25116,痘痘有多长时间了,"0,0,1,0,0,0,0,0,0"
25631,您今年多大了呢，斑点有多长时间了呢,"0,0,1,0,0,0,0,0,0"
14382,这边把近期的活动发给您看看,"0,1,0,0,0,0,0,0,0"
9356,你们是从哪里过来 我把路线发给你,"0,1,0,0,0,0,0,0,0"
8615,你目前是考虑什么时候手术呢,"0,0,0,0,0,0,1,0,0"
8933,哺乳几个月了呢？,"0,0,1,0,0,0,0,0,0"
14872,32岁正是我们女人最有魅力的年纪呢,"0,1,0,0,0,0,0,0,0"
4351,嗯，好的，最近有没有性生活呢？,"0,1,0,0,0,0,0,0,0"
26583,您贵姓，电话是多少,"0,0,0,0,1,0,0,0,0"
20445,建议您去公立医院拍片看一下,"0,1,0,0,0,0,0,0,0"
15273,好的，那您一般时间时间方便接听呢？,"0,1,0,0,0,0,0,0,0"
22202,方便您来的时候方便查看,"0,1,0,0,0,0,0,0,0"
28782,附乳是正常乳房组织以外出现的另外一对或多对乳腺组织，切除副乳可以改善美观，还有可能避免癌变 ,"0,0,0,0,0,0,0,0,1"
8785,您加我 也可以的,"0,1,0,0,0,0,0,0,0"
25351,好的， 可以的，您贵姓， 电话是多少， 我帮您登记安排,"0,0,0,0,1,0,0,0,0"
26012,不是的，  黄褐斑是片状的,"0,1,0,0,0,0,0,0,0"
16049,可以帮你约个专家，亲自过来了解一下的,"0,0,0,0,0,0,1,0,0"
28961,隆胸修复是我们成都铜雀台的经典项目呢 ,"0,0,0,0,0,0,0,0,1"
27694,您好，我先了解一下您的基本情况在详细帮您解答,"0,1,0,0,0,0,0,0,0"
10801,费用是需要根据检查的报告，以及清楚目前的白斑色素脱失的情况，还有选择的治疗方式来看的，,"0,0,0,0,0,0,0,1,0"
10120,在的 你好,"0,1,0,0,0,0,0,0,0"
27409,您好，消费满1千就可以办理分期了,"0,1,0,0,0,0,0,0,0"
24803,正规大型的老字号医院都是在罗湖的,"0,1,0,0,0,0,0,0,0"
29946,咱们医院的内窥镜同步图像显示技术，手术过程全程可见 乳晕切口，不留疤痕哦。,"0,0,0,0,0,0,0,0,1"
13483,"嗯,那我先加您,给您发套餐","0,1,0,0,0,0,0,0,0"
7783,若不方便打字，可留下您的微信，QQ或电话，我会即刻添加，便于为您分析病情！我的微信/电话18314568853,"0,0,0,0,1,0,0,0,0"
